,T0,T1,T2,C_3
T0,-0.66,-0.47,0.16,-0.59
T1,-0.0,-1.88,-0.0,-0.0
T2,-0.0,0.37,-2.15,0.0
C_3,-0.09,-0.04,-0.0,-0.36
